VP Report
ValidPrime Version: v.0.9.2
Input file: H:/jiaco/Dropbox/VP-tests/AAChip09-02-11_2short.txt
Input format: Biomark
Date/Time: Aug 23 2011 11:49
VPAssay: m1qB_2
Valid gDNA rows: _80_gDNA 5 _79_gDNA 50 _78_gDNA 500 _77_gDNA 2500 _76_gDNA 5000 _75_gDNA 10000
gDNA concentrations: 5 50 500 2500 5000 10000
LinReg all-gDNA: slope -3.0489; Eff 112.808; R2 0.99842
LinReg VPA-gDNA: slope -3.0489; Eff 112.808; R2 0.99842
ValidateAssays: true
LOD: 40
DeltaCq Min Count: 3
DeltaCq AllSD Cutoff: 0.3
DeltaCq LooSD Cutoff: 0.2
Grade A: 3
Grade B: 25
Grade C: 60

GOI	Sample	Note	CqInput	CqDNA Count	CqDNA	PctDNA	CqRNA
atf4	_89_RT1, DNaseplus10000	NOCALC	16.9794	6	17.3768	75.9216	0
m5qF_2	_81_RT2, DNase	NOCALC	27.1316	6	25.8284	246.765	0
m5qF_2	_82_RT2, DNaseplus500	NOCALC	18.2587	6	18.0123	118.626	0
m5qF_2	_83_RT2, DNaseplus2500	NOCALC	15.9434	6	16.0231	94.6278	0
m5qF_2	_84_RT2, DNaseplus10000	NOCALC	14.3628	6	14.4577	93.635	0
m5qF_2	_85_RT1, DNase	NOCALC	25.1848	6	24.689	141.005	0
m5qF_2	_86_RT1, DNaseplus50	NOCALC	22.8809	6	21.6985	226.944	0
m5qF_2	_87_RT1, DNaseplus500	NOCALC	18.9676	6	19.3094	78.9086	0
m5qF_2	_88_RT1, DNaseplus2500	NOCALC	16.7831	6	16.8396	96.1641	0
m5qF_2	_89_RT1, DNaseplus10000	NOCALC	15.735	6	16.0718	79.1796	0
mapk1	_81_RT2, DNase	NOCALC	14.3251	5	32.9298	0.000250857	0
mapk1	_82_RT2, DNaseplus500	NOCALC	13.6337	5	25.1137	0.0350091	0
mapk1	_83_RT2, DNaseplus2500	NOCALC	14.4082	5	23.1245	0.237761	0
mapk1	_84_RT2, DNaseplus10000	NOCALC	13.2114	5	21.559	0.306975	0
mapk1	_85_RT1, DNase	NOCALC	15.4494	5	31.7904	0.00120473	0
mapk1	_86_RT1, DNaseplus50	NOCALC	15.4533	5	28.7999	0.00959995	0
mapk1	_87_RT1, DNaseplus500	NOCALC	15.2949	5	26.4107	0.0450615	0
mapk1	_88_RT1, DNaseplus2500	NOCALC	14.9505	5	23.9409	0.196608	0
mapk1	_89_RT1, DNaseplus10000	NOCALC	15.3994	5	23.1732	0.456942	0
pik3r2	_81_RT2, DNase	NOCALC	17.2741	6	26.1852	0.207731	0
pik3r2	_82_RT2, DNaseplus500	NOCALC	16.3215	6	18.369	24.1894	0
pik3r2	_83_RT2, DNaseplus2500	NOCALC	15.7979	6	16.3798	66.8056	0
pik3r2	_84_RT2, DNaseplus10000	NOCALC	14.2886	6	14.8144	69.4566	0
pik3r2	_85_RT1, DNase	NOCALC	16.6466	6	25.0457	0.296226	0
pik3r2	_86_RT1, DNaseplus50	NOCALC	16.7562	6	22.0552	2.53991	0
pik3r2	_87_RT1, DNaseplus500	NOCALC	16.7874	6	19.6661	13.597	0
pik3r2	_88_RT1, DNaseplus2500	NOCALC	15.7442	6	17.1963	36.5507	0
pik3r2	_89_RT1, DNaseplus10000	NOCALC	15.5134	6	16.4285	53.0288	0
adm	_81_RT2, DNase	NOCALC	17.5969	6	28.1007	0.0688735	0
adm	_82_RT2, DNaseplus500	NOCALC	16.6738	6	20.2846	8.18572	0
adm	_83_RT2, DNaseplus2500	NOCALC	17.1443	6	18.2954	45.031	0
adm	_84_RT2, DNaseplus10000	NOCALC	15.3896	6	16.7299	39.4931	0
adm	_85_RT1, DNase	NOCALC	18.7389	6	26.9613	0.334828	0
adm	_86_RT1, DNaseplus50	NOCALC	19.0846	6	23.9708	3.38149	0
adm	_87_RT1, DNaseplus500	NOCALC	18.7051	6	21.5816	13.6175	0
adm	_88_RT1, DNaseplus2500	NOCALC	18.0315	6	19.1118	47.2927	0
adm	_89_RT1, DNaseplus10000	NOCALC	17.4481	6	18.3441	53.7375	0
tnxb	_81_RT2, DNase	NOCALC	15.8778	5	31.7269	0.00169414	0
tnxb	_82_RT2, DNaseplus500	NOCALC	15.3863	5	23.9108	0.271569	0
tnxb	_83_RT2, DNaseplus2500	NOCALC	15.9278	5	21.9216	1.56929	0
tnxb	_84_RT2, DNaseplus10000	NOCALC	14.8684	5	20.3562	2.2286	0
tnxb	_85_RT1, DNase	NOCALC	15.7225	5	30.5875	0.00335121	0
tnxb	_86_RT1, DNaseplus50	NOCALC	15.6792	5	27.597	0.0258454	0
tnxb	_87_RT1, DNaseplus500	NOCALC	15.7763	5	25.2078	0.144818	0
tnxb	_88_RT1, DNaseplus2500	NOCALC	15.3629	5	22.738	0.602359	0
tnxb	_89_RT1, DNaseplus10000	NOCALC	15.8522	5	21.9703	1.43973	0
ler2	_81_RT2, DNase	NOCALC	13.9916	6	26.7259	0.0146757	0
ler2	_82_RT2, DNaseplus500	NOCALC	13.5144	6	18.9097	2.37601	0
ler2	_83_RT2, DNaseplus2500	CALC	14.0035	6	16.9205	13.2396	14.2084
ler2	_84_RT2, DNaseplus10000	CALC	13.1968	6	15.3551	22.4025	13.5628
ler2	_85_RT1, DNase	NOCALC	17.4928	6	25.5865	0.366072	0
ler2	_86_RT1, DNaseplus50	NOCALC	17.4261	6	22.596	2.77788	0
ler2	_87_RT1, DNaseplus500	CALC	17.5385	6	20.2068	15.7314	17.7854
ler2	_88_RT1, DNaseplus2500	CALC	16.496	6	17.737	42.3071	17.2895
ler2	_89_RT1, DNaseplus10000	NOCALC	16.251	6	16.9692	60.7857	0
ctsf	_81_RT2, DNase	NOCALC	17.1286	6	26.4999	0.150989	0
ctsf	_82_RT2, DNaseplus500	NOCALC	16.1264	6	18.6838	16.9891	0
ctsf	_83_RT2, DNaseplus2500	NOCALC	15.642	6	16.6946	48.213	0
ctsf	_84_RT2, DNaseplus10000	NOCALC	14.2178	6	15.1291	53.1703	0
ctsf	_85_RT1, DNase	NOCALC	16.6586	6	25.3605	0.240139	0
ctsf	_86_RT1, DNaseplus50	NOCALC	16.6968	6	22.37	1.95969	0
ctsf	_87_RT1, DNaseplus500	NOCALC	16.677	6	19.9808	10.1262	0
ctsf	_88_RT1, DNaseplus2500	NOCALC	15.5986	6	17.511	26.565	0
ctsf	_89_RT1, DNaseplus10000	NOCALC	15.4373	6	16.7433	40.4457	0
egf julien	_81_RT2, DNase	NOCALC	20.6117	4	33.4855	0.0133227	0
egf julien	_82_RT2, DNaseplus500	NOCALC	20.4316	4	25.6694	2.65003	0
egf julien	_83_RT2, DNaseplus2500	NOCALC	20.7693	4	23.6802	13.2967	0
egf julien	_84_RT2, DNaseplus10000	NOCALC	18.9415	4	22.1148	11.0852	0
egf julien	_85_RT1, DNase	NOCALC	21.2118	4	32.3461	0.0444879	0
egf julien	_86_RT1, DNaseplus50	NOCALC	21.3127	4	29.3556	0.379178	0
egf julien	_87_RT1, DNaseplus500	NOCALC	21.7934	4	26.9664	2.77181	0
egf julien	_88_RT1, DNaseplus2500	NOCALC	21.6927	4	24.4967	14.3194	0
egf julien	_89_RT1, DNaseplus10000	NOCALC	22.1549	4	23.7289	33.5878	0
ccng2	_81_RT2, DNase	NOCALC	18.1719	4	33.643	0.0022016	0
ccng2	_82_RT2, DNaseplus500	NOCALC	17.5304	4	25.8268	0.318083	0
ccng2	_83_RT2, DNaseplus2500	NOCALC	18.2836	4	23.8376	2.12856	0
ccng2	_84_RT2, DNaseplus10000	NOCALC	16.9526	4	22.2722	2.50412	0
ccng2	_85_RT1, DNase	NOCALC	17.9407	4	32.5035	0.00413193	0
ccng2	_86_RT1, DNaseplus50	NOCALC	17.9755	4	29.513	0.0336399	0
ccng2	_87_RT1, DNaseplus500	NOCALC	17.9926	4	27.1239	0.17833	0
ccng2	_88_RT1, DNaseplus2500	NOCALC	17.6705	4	24.6541	0.790195	0
ccng2	_89_RT1, DNaseplus10000	NOCALC	18.0188	4	23.8863	1.71279	0
mapk3	_81_RT2, DNase	NOCALC	14.1805	6	24.9827	0.0560048	0
mapk3	_82_RT2, DNaseplus500	NOCALC	13.5985	6	17.1665	8.43166	0
mapk3	_83_RT2, DNaseplus2500	NOCALC	13.7184	6	15.1773	36.3775	0
mapk3	_84_RT2, DNaseplus10000	NOCALC	12.543	6	13.6119	47.67	0
mapk3	_85_RT1, DNase	NOCALC	14.2723	6	23.8432	0.131484	0
mapk3	_86_RT1, DNaseplus50	NOCALC	14.253	6	20.8527	1.03104	0
mapk3	_87_RT1, DNaseplus500	NOCALC	14.1897	6	18.4636	5.16931	0
mapk3	_88_RT1, DNaseplus2500	NOCALC	13.6227	6	15.9938	19.3298	0
mapk3	_89_RT1, DNaseplus10000	NOCALC	13.466	6	15.226	29.5238	0
rasd1	_81_RT2, DNase	NOCALC	12.7898	6	26.3983	0.00800633	0
rasd1	_82_RT2, DNaseplus500	NOCALC	12.2141	6	18.5822	1.21062	0
rasd1	_83_RT2, DNaseplus2500	CALC	12.8306	6	16.593	7.36917	12.9411
rasd1	_84_RT2, DNaseplus10000	CALC	11.7047	6	15.0276	9.99335	11.8566
rasd1	_85_RT1, DNase	NOCALC	16.1483	6	25.2589	0.180892	0
rasd1	_86_RT1, DNaseplus50	NOCALC	16.1024	6	22.2684	1.39266	0
rasd1	_87_RT1, DNaseplus500	CALC	16.068	6	19.8792	7.12373	16.1746
rasd1	_88_RT1, DNaseplus2500	CALC	15.4468	6	17.4095	25.6547	15.8744
rasd1	_89_RT1, DNaseplus10000	CALC	15.4033	6	16.6417	42.3829	16.1987
bcl2	_81_RT2, DNase	NOCALC	16.1931	6	29.5817	0.00932439	0
bcl2	_82_RT2, DNaseplus500	NOCALC	15.3654	6	21.7656	1.18403	0
bcl2	_83_RT2, DNaseplus2500	NOCALC	16.1942	6	19.7764	8.34968	0
bcl2	_84_RT2, DNaseplus10000	NOCALC	14.8112	6	18.2109	9.47465	0
bcl2	_85_RT1, DNase	NOCALC	16.7093	6	28.4423	0.0293777	0
bcl2	_86_RT1, DNaseplus50	NOCALC	16.595	6	25.4518	0.215697	0
bcl2	_87_RT1, DNaseplus500	NOCALC	16.7598	6	23.0626	1.26664	0
bcl2	_88_RT1, DNaseplus2500	NOCALC	16.34	6	20.5928	5.24524	0
bcl2	_89_RT1, DNaseplus10000	NOCALC	16.8384	6	19.8251	12.616	0
psat1	_81_RT2, DNase	NOCALC	14.1783	5	29.3489	0.00271151	0
psat1	_82_RT2, DNaseplus500	NOCALC	13.3626	5	21.5327	0.347164	0
psat1	_83_RT2, DNaseplus2500	NOCALC	14.2203	5	19.5435	2.49773	0
psat1	_84_RT2, DNaseplus10000	NOCALC	13.3739	5	17.9781	4.11161	0
psat1	_85_RT1, DNase	NOCALC	17.339	5	28.2094	0.0534163	0
psat1	_86_RT1, DNaseplus50	NOCALC	17.3716	5	25.2189	0.434222	0
psat1	_87_RT1, DNaseplus500	NOCALC	17.418	5	22.8298	2.34911	0
psat1	_88_RT1, DNaseplus2500	NOCALC	16.9702	5	20.36	9.54089	0
psat1	_89_RT1, DNaseplus10000	NOCALC	17.3747	5	19.5922	21.5011	0
esr2 labo	_81_RT2, DNase	CALC	23.7684	6	26.664	13.4375	23.9766
esr2 labo	_82_RT2, DNaseplus500	NOCALC	18.6615	6	18.8479	87.8768	0
esr2 labo	_83_RT2, DNaseplus2500	NOCALC	16.8472	6	16.8587	99.2075	0
esr2 labo	_84_RT2, DNaseplus10000	NOCALC	15.1995	6	15.2933	93.706	0
esr2 labo	_85_RT1, DNase	CALC	23.8429	6	25.5246	31.1701	24.3817
esr2 labo	_86_RT1, DNaseplus50	NOCALC	23.3183	6	22.5341	172.215	0
esr2 labo	_87_RT1, DNaseplus500	NOCALC	20.0542	6	20.1449	93.9049	0
esr2 labo	_88_RT1, DNaseplus2500	NOCALC	17.6537	6	17.6752	98.5209	0
esr2 labo	_89_RT1, DNaseplus10000	NOCALC	16.8583	6	16.9074	96.6502	0
txnip	_81_RT2, DNase	NOCALC	14.7692	4	33.2976	0.000264495	0
txnip	_82_RT2, DNaseplus500	NOCALC	14.1821	4	25.4814	0.0396805	0
txnip	_83_RT2, DNaseplus2500	NOCALC	14.9968	4	23.4922	0.277084	0
txnip	_84_RT2, DNaseplus10000	NOCALC	13.987	4	21.9268	0.407266	0
txnip	_85_RT1, DNase	NOCALC	13.7045	4	32.1581	0.000278539	0
txnip	_86_RT1, DNaseplus50	NOCALC	13.5771	4	29.1677	0.00202667	0
txnip	_87_RT1, DNaseplus500	NOCALC	13.5557	4	26.7785	0.0104605	0
txnip	_88_RT1, DNaseplus2500	NOCALC	13.287	4	24.3087	0.0480986	0
txnip	_89_RT1, DNaseplus10000	NOCALC	13.779	4	23.5409	0.115175	0
gbp2	_81_RT2, DNase	NOCALC	17.3702	4	34.6439	0.000631079	0
gbp2	_82_RT2, DNaseplus500	NOCALC	16.6464	4	26.8278	0.0861189	0
gbp2	_83_RT2, DNaseplus2500	NOCALC	17.5115	4	24.8386	0.622778	0
gbp2	_84_RT2, DNaseplus10000	NOCALC	16.3032	4	23.2732	0.797663	0
gbp2	_85_RT1, DNase	NOCALC	18.5149	4	33.5045	0.00307388	0
gbp2	_86_RT1, DNaseplus50	NOCALC	18.416	4	30.514	0.0228096	0
gbp2	_87_RT1, DNaseplus500	NOCALC	18.6054	4	28.1249	0.136254	0
gbp2	_88_RT1, DNaseplus2500	NOCALC	18.1839	4	25.6551	0.563568	0
gbp2	_89_RT1, DNaseplus10000	NOCALC	18.7698	4	24.8873	1.4403	0
akap8l	_81_RT2, DNase	NOCALC	15.3365	5	31.0859	0.00181535	0
akap8l	_82_RT2, DNaseplus500	NOCALC	14.6931	5	23.2698	0.261908	0
akap8l	_83_RT2, DNaseplus2500	NOCALC	15.4726	5	21.2806	1.78495	0
akap8l	_84_RT2, DNaseplus10000	NOCALC	14.1206	5	19.7152	2.06949	0
akap8l	_85_RT1, DNase	NOCALC	15.6097	5	29.9465	0.0048326	0
akap8l	_86_RT1, DNaseplus50	NOCALC	15.6433	5	26.956	0.039312	0
akap8l	_87_RT1, DNaseplus500	NOCALC	15.5532	5	24.5668	0.193474	0
akap8l	_88_RT1, DNaseplus2500	NOCALC	15.2882	5	22.097	0.891921	0
akap8l	_89_RT1, DNaseplus10000	NOCALC	15.6512	5	21.3293	1.95303	0
HLpool  1-10	_81_RT2, DNase	CALC	21.8831	6	23.2895	37.7266	22.5664
HLpool  1-10	_82_RT2, DNaseplus500	NOCALC	15.7611	6	15.4733	122.077	0
HLpool  1-10	_83_RT2, DNaseplus2500	NOCALC	13.576	6	13.4841	106.573	0
HLpool  1-10	_84_RT2, DNaseplus10000	NOCALC	12.0476	6	11.9187	109.349	0
HLpool  1-10	_86_RT1, DNaseplus50	NOCALC	19.4239	6	19.1596	120.111	0
HLpool  1-10	_87_RT1, DNaseplus500	NOCALC	16.577	6	16.7704	87.4562	0
HLpool  1-10	_88_RT1, DNaseplus2500	NOCALC	14.3615	6	14.3006	104.313	0
HLpool  1-10	_89_RT1, DNaseplus10000	NOCALC	13.2623	6	13.5328	82.9029	0
igf1r	_81_RT2, DNase	NOCALC	15.0587	3	33.9757	0.000202039	0
igf1r	_82_RT2, DNaseplus500	NOCALC	14.4453	3	26.1595	0.029761	0
igf1r	_83_RT2, DNaseplus2500	NOCALC	15.1659	3	24.1703	0.194715	0
igf1r	_84_RT2, DNaseplus10000	NOCALC	13.8316	3	22.6049	0.228539	0
igf1r	_85_RT1, DNase	NOCALC	15.6503	3	32.8363	0.00067068	0
igf1r	_86_RT1, DNaseplus50	NOCALC	15.56	3	29.8458	0.00500689	0
igf1r	_87_RT1, DNaseplus500	NOCALC	15.612	3	27.4566	0.0271911	0
igf1r	_88_RT1, DNaseplus2500	NOCALC	15.2343	3	24.9868	0.115933	0
igf1r	_89_RT1, DNaseplus10000	NOCALC	15.5951	3	24.219	0.253474	0
myc	_81_RT2, DNase	NOCALC	13.6089	5	31.1952	0.000508133	0
myc	_82_RT2, DNaseplus500	NOCALC	13.0899	5	23.3791	0.0799191	0
myc	_83_RT2, DNaseplus2500	NOCALC	13.6649	5	21.3899	0.472657	0
myc	_84_RT2, DNaseplus10000	NOCALC	12.5831	5	19.8245	0.660877	0
myc	_85_RT1, DNase	NOCALC	14.526	5	30.0558	0.00211384	0
myc	_86_RT1, DNaseplus50	NOCALC	14.5905	5	27.0653	0.0175666	0
myc	_87_RT1, DNaseplus500	NOCALC	14.6086	5	24.6761	0.0931876	0
myc	_88_RT1, DNaseplus2500	NOCALC	14.2461	5	22.2064	0.401545	0
myc	_89_RT1, DNaseplus10000	NOCALC	14.6702	5	21.4386	0.917277	0
ccnd1	_81_RT2, DNase	NOCALC	14.5355	5	32.0884	0.000520064	0
ccnd1	_82_RT2, DNaseplus500	NOCALC	13.9763	5	24.2722	0.079546	0
ccnd1	_83_RT2, DNaseplus2500	NOCALC	14.6518	5	22.283	0.504385	0
ccnd1	_84_RT2, DNaseplus10000	NOCALC	13.7763	5	20.7176	0.813698	0
ccnd1	_85_RT1, DNase	NOCALC	15.7971	5	30.9489	0.00274692	0
ccnd1	_86_RT1, DNaseplus50	NOCALC	15.6416	5	27.9585	0.0195996	0
ccnd1	_87_RT1, DNaseplus500	NOCALC	15.6933	5	25.5693	0.106426	0
ccnd1	_88_RT1, DNaseplus2500	NOCALC	15.3536	5	23.0995	0.465865	0
ccnd1	_89_RT1, DNaseplus10000	NOCALC	16.0355	5	22.3317	1.27249	0
dusp6	_81_RT2, DNase	NOCALC	16.2033	6	29.934	0.00735598	0
dusp6	_82_RT2, DNaseplus500	NOCALC	15.6973	6	22.1179	1.1674	0
dusp6	_83_RT2, DNaseplus2500	NOCALC	16.1206	6	20.1287	6.21522	0
dusp6	_84_RT2, DNaseplus10000	NOCALC	14.699	6	18.5633	6.86653	0
dusp6	_85_RT1, DNase	NOCALC	17.4127	6	28.7946	0.0374729	0
dusp6	_86_RT1, DNaseplus50	NOCALC	17.6403	6	25.8041	0.348701	0
dusp6	_87_RT1, DNaseplus500	NOCALC	17.6939	6	23.4149	1.89587	0
dusp6	_88_RT1, DNaseplus2500	NOCALC	17.1827	6	20.9452	7.36872	0
dusp6	_89_RT1, DNaseplus10000	NOCALC	17.4422	6	20.1774	15.0187	0
aldh1a2	_81_RT2, DNase	NOCALC	13.1899	4	32.8311	0.000122292	0
aldh1a2	_82_RT2, DNaseplus500	NOCALC	12.4591	4	25.015	0.0166078	0
aldh1a2	_83_RT2, DNaseplus2500	NOCALC	13.3313	4	23.0258	0.120695	0
aldh1a2	_84_RT2, DNaseplus10000	NOCALC	12.1988	4	21.4603	0.16293	0
aldh1a2	_85_RT1, DNase	NOCALC	16.8508	4	31.6917	0.00340772	0
aldh1a2	_86_RT1, DNaseplus50	NOCALC	16.7127	4	28.7012	0.0246101	0
aldh1a2	_87_RT1, DNaseplus500	NOCALC	16.7886	4	26.312	0.135889	0
aldh1a2	_88_RT1, DNaseplus2500	NOCALC	16.5046	4	23.8422	0.618245	0
aldh1a2	_89_RT1, DNaseplus10000	NOCALC	16.9949	4	23.0745	1.47868	0
odc	_81_RT2, DNase	NOCALC	13.3826	6	24.0151	0.062995	0
odc	_82_RT2, DNaseplus500	NOCALC	12.6162	6	16.199	8.3462	0
odc	_83_RT2, DNaseplus2500	NOCALC	12.7924	6	14.2098	37.4394	0
odc	_84_RT2, DNaseplus10000	NOCALC	11.5427	6	12.6443	46.5983	0
odc	_85_RT1, DNase	NOCALC	15.396	6	22.8757	0.560277	0
odc	_86_RT1, DNaseplus50	NOCALC	15.3169	6	19.8852	4.21509	0
odc	_87_RT1, DNaseplus500	NOCALC	14.975	6	17.496	17.4216	0
odc	_88_RT1, DNaseplus2500	NOCALC	13.9013	6	15.0262	45.8515	0
odc	_89_RT1, DNaseplus10000	NOCALC	13.374	6	14.2585	54.1697	0
ets2	_81_RT2, DNase	NOCALC	14.9285	4	33.1304	0.00033166	0
ets2	_82_RT2, DNaseplus500	NOCALC	14.2735	4	25.3142	0.0474696	0
ets2	_83_RT2, DNaseplus2500	NOCALC	14.9717	4	23.325	0.305769	0
ets2	_84_RT2, DNaseplus10000	NOCALC	13.936	4	21.7596	0.441425	0
ets2	_85_RT1, DNase	NOCALC	16.0142	4	31.9909	0.00155071	0
ets2	_86_RT1, DNaseplus50	NOCALC	16.1511	4	29.0005	0.0135505	0
ets2	_87_RT1, DNaseplus500	NOCALC	16.406	4	26.6113	0.0847049	0
ets2	_88_RT1, DNaseplus2500	NOCALC	15.8848	4	24.1415	0.326956	0
ets2	_89_RT1, DNaseplus10000	NOCALC	16.3616	4	23.3737	0.774708	0
klc1	_81_RT2, DNase	NOCALC	14.5295	3	35.0337	6.7239e-05	0
klc1	_82_RT2, DNaseplus500	NOCALC	13.814	3	27.2176	0.00922781	0
klc1	_83_RT2, DNaseplus2500	NOCALC	14.6406	3	25.2284	0.0649763	0
klc1	_84_RT2, DNaseplus10000	NOCALC	13.5131	3	23.663	0.0880175	0
klc1	_85_RT1, DNase	NOCALC	15.4237	3	33.8943	0.000275279	0
klc1	_86_RT1, DNaseplus50	NOCALC	15.1839	3	30.9038	0.00185279	0
klc1	_87_RT1, DNaseplus500	NOCALC	15.2013	3	28.5147	0.00982414	0
klc1	_88_RT1, DNaseplus2500	NOCALC	14.895	3	26.0449	0.0440106	0
klc1	_89_RT1, DNaseplus10000	NOCALC	15.3974	3	25.2771	0.106147	0
dio2	_81_RT2, DNase	NOCALC	15.6984	4	34.8502	0.000171688	0
dio2	_82_RT2, DNaseplus500	NOCALC	14.9551	4	27.034	0.0231149	0
dio2	_83_RT2, DNaseplus2500	NOCALC	15.7276	4	25.0448	0.156767	0
dio2	_84_RT2, DNaseplus10000	NOCALC	14.5122	4	23.4794	0.199809	0
dio2	_85_RT1, DNase	NOCALC	16.2357	4	33.7107	0.000548896	0
dio2	_86_RT1, DNaseplus50	NOCALC	16.2753	4	30.7202	0.0044837	0
dio2	_87_RT1, DNaseplus500	NOCALC	16.3476	4	28.3311	0.0246949	0
dio2	_88_RT1, DNaseplus2500	NOCALC	15.8746	4	25.8613	0.0985603	0
dio2	_89_RT1, DNaseplus10000	NOCALC	16.434	4	25.0935	0.247295	0
HLpool 5pr non-dil 	_81_RT2, DNase	CALC	22.839	6	23.8111	50.9758	23.8675
HLpool 5pr non-dil 	_82_RT2, DNaseplus500	NOCALC	16.2897	6	15.995	122.667	0
HLpool 5pr non-dil 	_83_RT2, DNaseplus2500	NOCALC	14.0869	6	14.0058	105.783	0
HLpool 5pr non-dil 	_84_RT2, DNaseplus10000	NOCALC	12.5353	6	12.4404	106.805	0
HLpool 5pr non-dil 	_85_RT1, DNase	CALC	21.5722	6	22.6717	46.6671	22.4791
HLpool 5pr non-dil 	_86_RT1, DNaseplus50	NOCALC	20.1245	6	19.6812	135.967	0
HLpool 5pr non-dil 	_87_RT1, DNaseplus500	NOCALC	17.1357	6	17.292	89.7273	0
HLpool 5pr non-dil 	_88_RT1, DNaseplus2500	NOCALC	14.9082	6	14.8223	106.135	0
HLpool 5pr non-dil 	_89_RT1, DNaseplus10000	NOCALC	13.8208	6	14.0545	85.0432	0
junb	_81_RT2, DNase	NOCALC	16.6169	5	28.9069	0.0199681	0
junb	_82_RT2, DNaseplus500	NOCALC	15.8349	5	21.0907	2.61724	0
junb	_83_RT2, DNaseplus2500	CALC	16.5706	5	19.1015	17.3029	16.8447
junb	_84_RT2, DNaseplus10000	CALC	15.133	5	17.5361	18.9054	15.4353
junb	_85_RT1, DNase	NOCALC	19.9945	5	27.7675	0.457192	0
junb	_86_RT1, DNaseplus50	CALC	20.319	5	24.777	4.55011	20.3862
junb	_87_RT1, DNaseplus500	CALC	20.4021	5	22.3878	25.2495	20.822
junb	_88_RT1, DNaseplus2500	CALC	19.0463	5	19.918	54.6503	20.1871
junb	_89_RT1, DNaseplus10000	NOCALC	18.769	5	19.1502	76.779	0
mad2l1	_81_RT2, DNase	NOCALC	13.792	6	26.9798	0.0107167	0
mad2l1	_82_RT2, DNaseplus500	NOCALC	12.852	6	19.1637	1.2589	0
mad2l1	_83_RT2, DNaseplus2500	CALC	13.7015	6	17.1745	9.00591	13.8376
mad2l1	_84_RT2, DNaseplus10000	CALC	12.3156	6	15.609	10.1997	12.4708
mad2l1	_85_RT1, DNase	NOCALC	20.2407	6	25.8404	2.06223	0
mad2l1	_86_RT1, DNaseplus50	CALC	19.9116	6	22.8499	13.0462	20.1133
mad2l1	_87_RT1, DNaseplus500	CALC	18.8629	6	20.4607	33.0386	19.4415
mad2l1	_88_RT1, DNaseplus2500	NOCALC	17.5322	6	17.9909	72.7623	0
mad2l1	_89_RT1, DNaseplus10000	NOCALC	16.8542	6	17.2232	77.435	0
akt1	_81_RT2, DNase	NOCALC	16.6512	5	30.8735	0.00523195	0
akt1	_82_RT2, DNaseplus500	NOCALC	15.8597	5	23.0574	0.681203	0
akt1	_83_RT2, DNaseplus2500	NOCALC	16.6721	5	21.0682	4.74968	0
akt1	_84_RT2, DNaseplus10000	NOCALC	15.1527	5	19.5027	4.90335	0
akt1	_85_RT1, DNase	NOCALC	18.0724	5	29.7341	0.0308661	0
akt1	_86_RT1, DNaseplus50	NOCALC	18.9864	5	26.7436	0.462226	0
akt1	_87_RT1, DNaseplus500	NOCALC	18.9462	5	24.3544	2.35477	0
akt1	_88_RT1, DNaseplus2500	NOCALC	18.3912	5	21.8846	8.87927	0
akt1	_89_RT1, DNaseplus10000	NOCALC	18.6099	5	21.1169	17.5921	0
nfkbia	_81_RT2, DNase	NOCALC	16.9389	6	29.23	0.019953	0
nfkbia	_82_RT2, DNaseplus500	NOCALC	16.2175	6	21.4139	2.72724	0
nfkbia	_83_RT2, DNaseplus2500	NOCALC	16.8525	6	19.4247	16.8153	0
nfkbia	_84_RT2, DNaseplus10000	NOCALC	15.5541	6	17.8592	20.2337	0
nfkbia	_85_RT1, DNase	NOCALC	17.9828	6	28.0906	0.090626	0
nfkbia	_86_RT1, DNaseplus50	NOCALC	18.3974	6	25.1001	0.960017	0
nfkbia	_87_RT1, DNaseplus500	NOCALC	18.3589	6	22.7109	4.8969	0
nfkbia	_88_RT1, DNaseplus2500	NOCALC	17.8006	6	20.2411	18.4219	0
nfkbia	_89_RT1, DNaseplus10000	NOCALC	17.8253	6	19.4734	31.9063	0
egfr	_81_RT2, DNase	NOCALC	17.4062	6	33.3113	0.00162964	0
egfr	_82_RT2, DNaseplus500	NOCALC	16.6712	6	25.4952	0.220649	0
egfr	_83_RT2, DNaseplus2500	NOCALC	17.3841	6	23.506	1.43595	0
egfr	_84_RT2, DNaseplus10000	NOCALC	16.0768	6	21.9406	1.71724	0
egfr	_85_RT1, DNase	NOCALC	17.6702	6	32.1719	0.00431069	0
egfr	_86_RT1, DNaseplus50	NOCALC	17.7869	6	29.1814	0.0371446	0
egfr	_87_RT1, DNaseplus500	NOCALC	17.8437	6	26.7922	0.202405	0
egfr	_88_RT1, DNaseplus2500	NOCALC	17.3933	6	24.3224	0.820568	0
egfr	_89_RT1, DNaseplus10000	NOCALC	17.9712	6	23.5547	2.08541	0
sprr2f	_81_RT2, DNase	NOCALC	15.0628	6	26.6998	0.031398	0
sprr2f	_82_RT2, DNaseplus500	CALC	14.3378	6	18.8837	4.28116	14.4009
sprr2f	_83_RT2, DNaseplus2500	CALC	15.0961	6	16.8945	28.7511	15.5852
sprr2f	_84_RT2, DNaseplus10000	CALC	13.805	6	15.329	34.772	14.4215
sprr2f	_85_RT1, DNase	NOCALC	18.5863	6	25.5604	0.795405	0
sprr2f	_86_RT1, DNaseplus50	CALC	18.7659	6	22.5699	7.15966	18.8731
